20250130172312
2025-01-30 17:24:05.004 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] Commander LLM query runtime error
2025-01-30 17:24:05.004 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] Commander Error when calling the OpenAI API: Commander LLM query runtime error
2025-01-30 17:24:05.164 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] Developer LLM query runtime error
2025-01-30 17:24:05.164 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] Developer Error when calling the OpenAI API: Developer LLM query runtime error
2025-01-30 17:24:05.463 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] CombatGroup1 LLM query runtime error
2025-01-30 17:24:05.463 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] CombatGroup1 Error when calling the OpenAI API: CombatGroup1 LLM query runtime error
2025-01-30 17:24:05.809 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] CombatGroup9 LLM query runtime error
2025-01-30 17:24:05.809 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] CombatGroup9 Error when calling the OpenAI API: CombatGroup9 LLM query runtime error
2025-01-30 17:24:52.035 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] Developer LLM query runtime error
2025-01-30 17:24:52.035 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] Developer Error when calling the OpenAI API: Developer LLM query runtime error
2025-01-30 17:24:52.067 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] Commander LLM query runtime error
2025-01-30 17:24:52.067 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] Commander Error when calling the OpenAI API: Commander LLM query runtime error
2025-01-30 17:24:52.477 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] CombatGroup9 LLM query runtime error
2025-01-30 17:24:52.477 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] CombatGroup9 Error when calling the OpenAI API: CombatGroup9 LLM query runtime error
2025-01-30 17:24:52.557 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] CombatGroup1 LLM query runtime error
2025-01-30 17:24:52.557 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] CombatGroup1 Error when calling the OpenAI API: CombatGroup1 LLM query runtime error
2025-01-30 17:25:39.534 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] Developer LLM query runtime error
2025-01-30 17:25:39.534 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] Developer Error when calling the OpenAI API: Developer LLM query runtime error
2025-01-30 17:25:39.627 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] Commander LLM query runtime error
2025-01-30 17:25:39.627 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] Commander Error when calling the OpenAI API: Commander LLM query runtime error
2025-01-30 17:25:40.261 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] CombatGroup1 LLM query runtime error
2025-01-30 17:25:40.261 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] CombatGroup1 Error when calling the OpenAI API: CombatGroup1 LLM query runtime error
2025-01-30 17:25:40.371 | ERROR    | llm_pysc2.lib.llm_client:query:180 - [ID 1] CombatGroup9 LLM query runtime error
2025-01-30 17:25:40.371 | ERROR    | llm_pysc2.lib.llm_client:query:201 - [ID 1] CombatGroup9 Error when calling the OpenAI API: CombatGroup9 LLM query runtime error
